# of model parameters: 11168842
--------------------- Training -------------------------------

Training Epoch: [0001 | 0200] LR: 0.050000
[epoch: 0001] (0001/0391) | Loss: 2.2946 | top1: 7.8125 | top5: 46.8750 
[epoch: 0002] (0161/0391) | Loss: 1.1850 | top1: 57.4777 | top5: 94.3274 
[epoch: 0002] (0171/0391) | Loss: 1.1797 | top1: 57.3967 | top5: 94.1658 
[epoch: 0002] (0181/0391) | Loss: 1.1745 | top1: 57.6528 | top5: 94.2723 
[epoch: 0002] (0191/0391) | Loss: 1.1699 | top1: 57.8411 | top5: 94.3595 
[epoch: 0002] (0201/0391) | Loss: 1.1656 | top1: 58.0574 | top5: 94.4380 
[epoch: 0002] (0211/0391) | Loss: 1.1634 | top1: 57.9939 | top5: 94.4609 
[epoch: 0002] (0221/0391) | Loss: 1.1601 | top1: 58.0776 | top5: 94.4535 
[epoch: 0002] (0231/0391) | Loss: 1.1549 | top1: 58.1676 | top5: 94.4771 
[epoch: 0002] (0241/0391) | Loss: 1.1504 | top1: 58.2469 | top5: 94.4729 
[epoch: 0002] (0251/0391) | Loss: 1.1466 | top1: 58.4412 | top5: 94.5468 
[epoch: 0002] (0261/0391) | Loss: 1.1424 | top1: 58.6357 | top5: 94.6001 
[epoch: 0002] (0271/0391) | Loss: 1.1396 | top1: 58.8157 | top5: 94.6639 
[epoch: 0002] (0281/0391) | Loss: 1.1354 | top1: 58.9607 | top5: 94.7036 
[epoch: 0002] (0291/0391) | Loss: 1.1326 | top1: 59.1173 | top5: 94.7433 
[epoch: 0002] (0301/0391) | Loss: 1.1286 | top1: 59.2167 | top5: 94.7934 
[epoch: 0002] (0311/0391) | Loss: 1.1245 | top1: 59.4453 | top5: 94.8679 
[epoch: 0002] (0321/0391) | Loss: 1.1215 | top1: 59.5016 | top5: 94.8866 
[epoch: 0002] (0331/0391) | Loss: 1.1179 | top1: 59.5874 | top5: 94.9537 
[epoch: 0002] (0341/0391) | Loss: 1.1139 | top1: 59.8401 | top5: 95.0261 
[epoch: 0002] (0351/0391) | Loss: 1.1102 | top1: 59.9760 | top5: 95.0699 
[epoch: 0002] (0361/0391) | Loss: 1.1058 | top1: 60.1411 | top5: 95.0983 
[epoch: 0002] (0371/0391) | Loss: 1.1024 | top1: 60.2426 | top5: 95.1019 
[epoch: 0002] (0381/0391) | Loss: 1.0971 | top1: 60.4495 | top5: 95.1115 
[epoch: 0002] (0391/0391) | Loss: 1.0929 | top1: 60.6140 | top5: 95.1280 

Training Epoch: [0003 | 0200] LR: 0.050000
[epoch: 0003] (0001/0391) | Loss: 0.9031 | top1: 71.8750 | top5: 99.2188 
[epoch: 0003] (0011/0391) | Loss: 0.9393 | top1: 70.0284 | top5: 97.3722 
[epoch: 0003] (0021/0391) | Loss: 0.9160 | top1: 69.0848 | top5: 96.8750 
[epoch: 0003] (0031/0391) | Loss: 0.9224 | top1: 67.4899 | top5: 96.7490 
[epoch: 0003] (0041/0391) | Loss: 0.9251 | top1: 66.8445 | top5: 96.7988 
[epoch: 0003] (0051/0391) | Loss: 0.9260 | top1: 66.2071 | top5: 96.4461 
[epoch: 0003] (0061/0391) | Loss: 0.9217 | top1: 66.5087 | top5: 96.5804 
[epoch: 0003] (0071/0391) | Loss: 0.9149 | top1: 67.0224 | top5: 96.7430 
[epoch: 0003] (0081/0391) | Loss: 0.9091 | top1: 67.7180 | top5: 96.8268 
[epoch: 0003] (0091/0391) | Loss: 0.9037 | top1: 68.3808 | top5: 96.8664 
[epoch: 0003] (0101/0391) | Loss: 0.8971 | top1: 68.7964 | top5: 97.0065 
[epoch: 0003] (0111/0391) | Loss: 0.8909 | top1: 69.1160 | top5: 97.0861 
[epoch: 0003] (0121/0391) | Loss: 0.8881 | top1: 69.1890 | top5: 97.1720 
[epoch: 0003] (0131/0391) | Loss: 0.8873 | top1: 69.1794 | top5: 97.2149 
[epoch: 0003] (0141/0391) | Loss: 0.8849 | top1: 69.2653 | top5: 97.2850 
[epoch: 0003] (0151/0391) | Loss: 0.8806 | top1: 69.5571 | top5: 97.3510 
[epoch: 0003] (0161/0391) | Loss: 0.8772 | top1: 69.7156 | top5: 97.3991 
[epoch: 0003] (0171/0391) | Loss: 0.8727 | top1: 69.8008 | top5: 97.4141 
[epoch: 0003] (0181/0391) | Loss: 0.8677 | top1: 69.9758 | top5: 97.4361 
[epoch: 0003] (0191/0391) | Loss: 0.8643 | top1: 70.2102 | top5: 97.4436 
[epoch: 0003] (0201/0391) | Loss: 0.8606 | top1: 70.3825 | top5: 97.4852 
[epoch: 0003] (0211/0391) | Loss: 0.8591 | top1: 70.2977 | top5: 97.4711 
[epoch: 0003] (0221/0391) | Loss: 0.8570 | top1: 70.1994 | top5: 97.4583 
[epoch: 0003] (0231/0391) | Loss: 0.8544 | top1: 70.3226 | top5: 97.4939 
[epoch: 0003] (0241/0391) | Loss: 0.8504 | top1: 70.5751 | top5: 97.5136 
[epoch: 0003] (0251/0391) | Loss: 0.8492 | top1: 70.6175 | top5: 97.4944 
[epoch: 0003] (0261/0391) | Loss: 0.8482 | top1: 70.6717 | top5: 97.5245 
[epoch: 0003] (0271/0391) | Loss: 0.8447 | top1: 70.8747 | top5: 97.5611 
[epoch: 0003] (0281/0391) | Loss: 0.8431 | top1: 70.9047 | top5: 97.5923 
[epoch: 0003] (0291/0391) | Loss: 0.8403 | top1: 71.0347 | top5: 97.5945 
[epoch: 0003] (0301/0391) | Loss: 0.8375 | top1: 71.0055 | top5: 97.6147 
[epoch: 0003] (0311/0391) | Loss: 0.8356 | top1: 70.8878 | top5: 97.5985 
[epoch: 0003] (0321/0391) | Loss: 0.8343 | top1: 70.8796 | top5: 97.5832 
[epoch: 0003] (0331/0391) | Loss: 0.8326 | top1: 70.8931 | top5: 97.5689 
[epoch: 0003] (0341/0391) | Loss: 0.8310 | top1: 70.9311 | top5: 97.5600 
[epoch: 0003] (0351/0391) | Loss: 0.8293 | top1: 70.9112 | top5: 97.5717 
[epoch: 0003] (0361/0391) | Loss: 0.8289 | top1: 70.8687 | top5: 97.5437 
[epoch: 0003] (0371/0391) | Loss: 0.8274 | top1: 70.8811 | top5: 97.5594 
[epoch: 0003] (0381/0391) | Loss: 0.8250 | top1: 71.0056 | top5: 97.5824 
[epoch: 0003] (0391/0391) | Loss: 0.8225 | top1: 70.9960 | top5: 97.5840 

Training Epoch: [0004 | 0200] LR: 0.050000
[epoch: 0004] (0001/0391) | Loss: 0.6820 | top1: 70.3125 | top5: 97.6562 
[epoch: 0004] (0011/0391) | Loss: 0.7133 | top1: 74.2188 | top5: 98.1534 
[epoch: 0004] (0021/0391) | Loss: 0.7095 | top1: 71.5402 | top5: 97.8423 
[epoch: 0004] (0031/0391) | Loss: 0.7131 | top1: 72.8831 | top5: 97.9083 
[epoch: 0004] (0041/0391) | Loss: 0.7168 | top1: 73.2470 | top5: 97.7706 
[epoch: 0004] (0051/0391) | Loss: 0.7155 | top1: 73.4681 | top5: 97.9013 
[epoch: 0004] (0061/0391) | Loss: 0.7137 | top1: 74.3084 | top5: 98.0917 
[epoch: 0004] (0071/0391) | Loss: 0.7157 | top1: 74.3288 | top5: 98.0634 
[epoch: 0004] (0081/0391) | Loss: 0.7117 | top1: 74.4792 | top5: 98.1096 
[epoch: 0004] (0091/0391) | Loss: 0.7125 | top1: 74.3218 | top5: 98.1113 
[epoch: 0004] (0101/0391) | Loss: 0.7157 | top1: 74.3502 | top5: 98.0817 
[epoch: 0004] (0111/0391) | Loss: 0.7120 | top1: 74.3173 | top5: 98.0574 
[epoch: 0004] (0121/0391) | Loss: 0.7101 | top1: 74.2575 | top5: 97.9855 
[epoch: 0004] (0131/0391) | Loss: 0.7065 | top1: 74.5348 | top5: 98.0021 
[epoch: 0004] (0141/0391) | Loss: 0.7072 | top1: 74.2575 | top5: 98.0109 
[epoch: 0004] (0151/0391) | Loss: 0.7071 | top1: 74.3015 | top5: 97.9874 
[epoch: 0004] (0161/0391) | Loss: 0.7064 | top1: 74.3158 | top5: 97.9959 
[epoch: 0004] (0171/0391) | Loss: 0.7081 | top1: 74.3604 | top5: 97.9989 
[epoch: 0004] (0181/0391) | Loss: 0.7093 | top1: 74.4820 | top5: 98.0016 
[epoch: 0004] (0191/0391) | Loss: 0.7096 | top1: 74.5582 | top5: 98.0326 
[epoch: 0004] (0201/0391) | Loss: 0.7088 | top1: 74.6929 | top5: 98.0644 
[epoch: 0004] (0211/0391) | Loss: 0.7074 | top1: 74.7519 | top5: 98.1006 
[epoch: 0004] (0221/0391) | Loss: 0.7054 | top1: 74.8303 | top5: 98.1017 
[epoch: 0004] (0231/0391) | Loss: 0.7047 | top1: 74.8580 | top5: 98.1230 
[epoch: 0004] (0241/0391) | Loss: 0.7011 | top1: 75.0130 | top5: 98.1652 
[epoch: 0004] (0251/0391) | Loss: 0.7006 | top1: 75.1525 | top5: 98.1605 
[epoch: 0004] (0261/0391) | Loss: 0.7002 | top1: 74.9671 | top5: 98.1382 
[epoch: 0004] (0271/0391) | Loss: 0.6983 | top1: 75.0923 | top5: 98.1463 
[epoch: 0004] (0281/0391) | Loss: 0.6982 | top1: 75.1668 | top5: 98.1428 
[epoch: 0004] (0291/0391) | Loss: 0.6974 | top1: 75.2792 | top5: 98.1663 
[epoch: 0004] (0301/0391) | Loss: 0.6948 | top1: 75.4516 | top5: 98.2013 
[epoch: 0004] (0311/0391) | Loss: 0.6927 | top1: 75.5627 | top5: 98.2089 
[epoch: 0004] (0321/0391) | Loss: 0.6908 | top1: 75.7399 | top5: 98.2258 
[epoch: 0004] (0331/0391) | Loss: 0.6893 | top1: 75.8544 | top5: 98.2510 
[epoch: 0004] (0341/0391) | Loss: 0.6884 | top1: 75.9416 | top5: 98.2588 
[epoch: 0004] (0351/0391) | Loss: 0.6874 | top1: 75.8881 | top5: 98.2617 
[epoch: 0004] (0361/0391) | Loss: 0.6855 | top1: 75.9414 | top5: 98.2730 
[epoch: 0004] (0371/0391) | Loss: 0.6849 | top1: 75.8192 | top5: 98.2732 
[epoch: 0004] (0381/0391) | Loss: 0.6845 | top1: 75.8223 | top5: 98.2858 
[epoch: 0004] (0391/0391) | Loss: 0.6834 | top1: 75.8700 | top5: 98.2840 

Training Epoch: [0005 | 0200] LR: 0.050000
[epoch: 0005] (0001/0391) | Loss: 0.6456 | top1: 78.9062 | top5: 99.2188 
[epoch: 0005] (0011/0391) | Loss: 0.6591 | top1: 78.1250 | top5: 98.5795 
[epoch: 0005] (0021/0391) | Loss: 0.6363 | top1: 77.1949 | top5: 98.9583 
[epoch: 0005] (0031/0391) | Loss: 0.6273 | top1: 78.5030 | top5: 98.7399 
[epoch: 0005] (0041/0391) | Loss: 0.6247 | top1: 78.3537 | top5: 98.7043 
[epoch: 0005] (0051/0391) | Loss: 0.6290 | top1: 77.8493 | top5: 98.7286 
[epoch: 0005] (0061/0391) | Loss: 0.6291 | top1: 77.8945 | top5: 98.7193 
[epoch: 0005] (0071/0391) | Loss: 0.6213 | top1: 78.4881 | top5: 98.7126 
[epoch: 0005] (0081/0391) | Loss: 0.6181 | top1: 78.8387 | top5: 98.7365 
[epoch: 0005] (0091/0391) | Loss: 0.6146 | top1: 78.8891 | top5: 98.7294 
[epoch: 0005] (0101/0391) | Loss: 0.6121 | top1: 79.0764 | top5: 98.7392 
[epoch: 0005] (0111/0391) | Loss: 0.6099 | top1: 79.0892 | top5: 98.7331 
[epoch: 0005] (0121/0391) | Loss: 0.6115 | top1: 78.8869 | top5: 98.6893 
[epoch: 0005] (0131/0391) | Loss: 0.6072 | top1: 79.2700 | top5: 98.7238 
[epoch: 0005] (0141/0391) | Loss: 0.6040 | top1: 79.6487 | top5: 98.7921 
[epoch: 0005] (0151/0391) | Loss: 0.6036 | top1: 79.6306 | top5: 98.7686 
[epoch: 0005] (0161/0391) | Loss: 0.6023 | top1: 79.5953 | top5: 98.7481 
[epoch: 0005] (0171/0391) | Loss: 0.6021 | top1: 79.4362 | top5: 98.7573 
[epoch: 0005] (0181/0391) | Loss: 0.6019 | top1: 79.4501 | top5: 98.7742 
[epoch: 0005] (0191/0391) | Loss: 0.6018 | top1: 79.4953 | top5: 98.7688 
[epoch: 0005] (0201/0391) | Loss: 0.6014 | top1: 79.4621 | top5: 98.7562 
[epoch: 0005] (0211/0391) | Loss: 0.6006 | top1: 79.3950 | top5: 98.7855 
[epoch: 0005] (0221/0391) | Loss: 0.6025 | top1: 79.3057 | top5: 98.7521 
[epoch: 0005] (0231/0391) | Loss: 0.6026 | top1: 79.2005 | top5: 98.7622 
[epoch: 0005] (0241/0391) | Loss: 0.6022 | top1: 79.1234 | top5: 98.7519 
[epoch: 0005] (0251/0391) | Loss: 0.6013 | top1: 79.1055 | top5: 98.7394 
[epoch: 0005] (0261/0391) | Loss: 0.6009 | top1: 79.1367 | top5: 98.7368 
[epoch: 0005] (0271/0391) | Loss: 0.5994 | top1: 79.2464 | top5: 98.7690 
[epoch: 0005] (0281/0391) | Loss: 0.5994 | top1: 79.4123 | top5: 98.7906 
[epoch: 0005] (0291/0391) | Loss: 0.6011 | top1: 79.4512 | top5: 98.7758 
[epoch: 0005] (0301/0391) | Loss: 0.6003 | top1: 79.4305 | top5: 98.7801 
[epoch: 0005] (0311/0391) | Loss: 0.5997 | top1: 79.5041 | top5: 98.7917 
[epoch: 0005] (0321/0391) | Loss: 0.5993 | top1: 79.5609 | top5: 98.7758 
[epoch: 0005] (0331/0391) | Loss: 0.5997 | top1: 79.5530 | top5: 98.7821 
[epoch: 0005] (0341/0391) | Loss: 0.6003 | top1: 79.5546 | top5: 98.7720 
[epoch: 0005] (0351/0391) | Loss: 0.6000 | top1: 79.5829 | top5: 98.7780 
[epoch: 0005] (0361/0391) | Loss: 0.6011 | top1: 79.5663 | top5: 98.7773 
[epoch: 0005] (0371/0391) | Loss: 0.6005 | top1: 79.5843 | top5: 98.7660 
[epoch: 0005] (0381/0391) | Loss: 0.6000 | top1: 79.6096 | top5: 98.7656 
[epoch: 0005] (0391/0391) | Loss: 0.5996 | top1: 79.5600 | top5: 98.7640 

Training Epoch: [0006 | 0200] LR: 0.050000
[epoch: 0006] (0001/0391) | Loss: 0.5494 | top1: 80.4688 | top5: 98.4375 
[epoch: 0006] (0011/0391) | Loss: 0.5577 | top1: 82.5994 | top5: 99.1477 
[epoch: 0006] (0021/0391) | Loss: 0.5342 | top1: 81.7708 | top5: 99.0327 
[epoch: 0006] (0031/0391) | Loss: 0.5564 | top1: 80.5948 | top5: 98.8155 
[epoch: 0006] (0041/0391) | Loss: 0.5586 | top1: 80.0877 | top5: 98.8377 
[epoch: 0006] (0051/0391) | Loss: 0.5587 | top1: 80.6219 | top5: 98.8817 
[epoch: 0006] (0061/0391) | Loss: 0.5604 | top1: 80.9298 | top5: 98.9626 
[epoch: 0006] (0071/0391) | Loss: 0.5548 | top1: 81.3270 | top5: 98.9987 
[epoch: 0006] (0081/0391) | Loss: 0.5528 | top1: 80.4591 | top5: 98.9005 
[epoch: 0006] (0091/0391) | Loss: 0.5553 | top1: 80.6319 | top5: 98.9183 
[epoch: 0006] (0101/0391) | Loss: 0.5604 | top1: 80.7782 | top5: 98.9325 
[epoch: 0006] (0111/0391) | Loss: 0.5614 | top1: 80.8840 | top5: 98.9372 
[epoch: 0006] (0121/0391) | Loss: 0.5616 | top1: 81.0628 | top5: 98.9217 
[epoch: 0006] (0131/0391) | Loss: 0.5615 | top1: 80.8445 | top5: 98.9504 
[epoch: 0006] (0141/0391) | Loss: 0.5600 | top1: 80.8511 | top5: 98.9362 
[epoch: 0006] (0151/0391) | Loss: 0.5585 | top1: 80.9240 | top5: 98.9445 
[epoch: 0006] (0161/0391) | Loss: 0.5582 | top1: 80.8715 | top5: 98.9325 
[epoch: 0006] (0171/0391) | Loss: 0.5576 | top1: 80.8891 | top5: 98.9218 
[epoch: 0006] (0181/0391) | Loss: 0.5571 | top1: 81.0558 | top5: 98.9252 
[epoch: 0006] (0191/0391) | Loss: 0.5586 | top1: 80.9678 | top5: 98.9202 
[epoch: 0006] (0201/0391) | Loss: 0.5590 | top1: 80.8924 | top5: 98.9195 
[epoch: 0006] (0211/0391) | Loss: 0.5574 | top1: 81.1611 | top5: 98.9299 
[epoch: 0006] (0221/0391) | Loss: 0.5577 | top1: 81.1051 | top5: 98.9395 
[epoch: 0006] (0231/0391) | Loss: 0.5566 | top1: 81.1587 | top5: 98.9211 
[epoch: 0006] (0241/0391) | Loss: 0.5565 | top1: 81.2273 | top5: 98.9270 
[epoch: 0006] (0251/0391) | Loss: 0.5559 | top1: 81.3807 | top5: 98.9448 
[epoch: 0006] (0261/0391) | Loss: 0.5532 | top1: 81.5523 | top5: 98.9553 
[epoch: 0006] (0271/0391) | Loss: 0.5526 | top1: 81.5181 | top5: 98.9593 
[epoch: 0006] (0281/0391) | Loss: 0.5505 | top1: 81.4780 | top5: 98.9518 
[epoch: 0006] (0291/0391) | Loss: 0.5493 | top1: 81.5399 | top5: 98.9556 
[epoch: 0006] (0301/0391) | Loss: 0.5499 | top1: 81.4265 | top5: 98.9566 
[epoch: 0006] (0311/0391) | Loss: 0.5504 | top1: 81.3706 | top5: 98.9550 
[epoch: 0006] (0321/0391) | Loss: 0.5501 | top1: 81.4033 | top5: 98.9632 
[epoch: 0006] (0331/0391) | Loss: 0.5495 | top1: 81.4176 | top5: 98.9520 
[epoch: 0006] (0341/0391) | Loss: 0.5489 | top1: 81.4585 | top5: 98.9599 
[epoch: 0006] (0351/0391) | Loss: 0.5483 | top1: 81.4993 | top5: 98.9695 
[epoch: 0006] (0361/0391) | Loss: 0.5480 | top1: 81.4945 | top5: 98.9655 
[epoch: 0006] (0371/0391) | Loss: 0.5475 | top1: 81.5174 | top5: 98.9703 
[epoch: 0006] (0381/0391) | Loss: 0.5475 | top1: 81.4961 | top5: 98.9686 
[epoch: 0006] (0391/0391) | Loss: 0.5484 | top1: 81.5480 | top5: 98.9700 

Training Epoch: [0007 | 0200] LR: 0.050000
[epoch: 0007] (0001/0391) | Loss: 0.4990 | top1: 82.8125 | top5: 99.2188 
[epoch: 0007] (0011/0391) | Loss: 0.5435 | top1: 82.5994 | top5: 99.0057 
[epoch: 0007] (0021/0391) | Loss: 0.5162 | top1: 83.0729 | top5: 98.9583 
[epoch: 0007] (0031/0391) | Loss: 0.5146 | top1: 84.1230 | top5: 99.0675 
[epoch: 0007] (0041/0391) | Loss: 0.5089 | top1: 83.9177 | top5: 99.1425 
[epoch: 0007] (0051/0391) | Loss: 0.5043 | top1: 82.9963 | top5: 99.1728 
[epoch: 0007] (0061/0391) | Loss: 0.5045 | top1: 82.9406 | top5: 99.1931 
[epoch: 0007] (0071/0391) | Loss: 0.4953 | top1: 83.4287 | top5: 99.2298 
[epoch: 0007] (0081/0391) | Loss: 0.4953 | top1: 83.3526 | top5: 99.2188 
[epoch: 0007] (0091/0391) | Loss: 0.4984 | top1: 83.4736 | top5: 99.2445 
[epoch: 0007] (0101/0391) | Loss: 0.4999 | top1: 83.1064 | top5: 99.1955 
[epoch: 0007] (0111/0391) | Loss: 0.4966 | top1: 82.9462 | top5: 99.1836 
[epoch: 0007] (0121/0391) | Loss: 0.4952 | top1: 82.7673 | top5: 99.1284 
[epoch: 0007] (0131/0391) | Loss: 0.4952 | top1: 82.9735 | top5: 99.1531 
[epoch: 0007] (0141/0391) | Loss: 0.4968 | top1: 82.8734 | top5: 99.1467 
[epoch: 0007] (0151/0391) | Loss: 0.4980 | top1: 82.6107 | top5: 99.1101 
[epoch: 0007] (0161/0391) | Loss: 0.4985 | top1: 82.5941 | top5: 99.0586 
[epoch: 0007] (0171/0391) | Loss: 0.4962 | top1: 82.7211 | top5: 99.0680 
[epoch: 0007] (0181/0391) | Loss: 0.4961 | top1: 82.9031 | top5: 99.0849 
[epoch: 0007] (0191/0391) | Loss: 0.4972 | top1: 82.9679 | top5: 99.1001 
[epoch: 0007] (0201/0391) | Loss: 0.4965 | top1: 83.1196 | top5: 99.1332 
[epoch: 0007] (0211/0391) | Loss: 0.4979 | top1: 83.1457 | top5: 99.1336 
[epoch: 0007] (0221/0391) | Loss: 0.4978 | top1: 83.2721 | top5: 99.1410 
[epoch: 0007] (0231/0391) | Loss: 0.4981 | top1: 82.9715 | top5: 99.1241 
[epoch: 0007] (0241/0391) | Loss: 0.4977 | top1: 82.9616 | top5: 99.1215 
[epoch: 0007] (0251/0391) | Loss: 0.4969 | top1: 82.8779 | top5: 99.0942 
[epoch: 0007] (0261/0391) | Loss: 0.4963 | top1: 82.9861 | top5: 99.0960 
[epoch: 0007] (0271/0391) | Loss: 0.4972 | top1: 82.7462 | top5: 99.0833 
[epoch: 0007] (0281/0391) | Loss: 0.4969 | top1: 82.8014 | top5: 99.0936 
[epoch: 0007] (0291/0391) | Loss: 0.4979 | top1: 82.8420 | top5: 99.1006 
[epoch: 0007] (0301/0391) | Loss: 0.4976 | top1: 82.9319 | top5: 99.1123 
[epoch: 0007] (0311/0391) | Loss: 0.4977 | top1: 82.9255 | top5: 99.1007 
[epoch: 0007] (0321/0391) | Loss: 0.4984 | top1: 82.9391 | top5: 99.1019 
[epoch: 0007] (0331/0391) | Loss: 0.4986 | top1: 82.9942 | top5: 99.1007 
[epoch: 0007] (0341/0391) | Loss: 0.4982 | top1: 82.9523 | top5: 99.0927 
[epoch: 0007] (0351/0391) | Loss: 0.4976 | top1: 82.9371 | top5: 99.0986 
[epoch: 0007] (0361/0391) | Loss: 0.4972 | top1: 82.9553 | top5: 99.0976 
[epoch: 0007] (0371/0391) | Loss: 0.4974 | top1: 82.9494 | top5: 99.1092 
[epoch: 0007] (0381/0391) | Loss: 0.4980 | top1: 82.9929 | top5: 99.1101 
[epoch: 0007] (0391/0391) | Loss: 0.4985 | top1: 83.0540 | top5: 99.1140 

Training Epoch: [0008 | 0200] LR: 0.050000
[epoch: 0008] (0001/0391) | Loss: 0.4736 | top1: 84.3750 | top5: 98.4375 
[epoch: 0008] (0011/0391) | Loss: 0.5473 | top1: 81.8892 | top5: 99.2188 
[epoch: 0008] (0021/0391) | Loss: 0.5315 | top1: 83.1473 | top5: 99.3304 
[epoch: 0008] (0031/0391) | Loss: 0.5232 | top1: 83.9718 | top5: 99.3448 
